file,loss,W loss,P loss
58,0.008089962415397167,440.14996337890625,0.008089962415397167
73,0.003264391329139471,7.801975727081299,0.003264391329139471
65,0.005486432928591967,991.47119140625,0.005486432928591967
72,0.004590550437569618,8.8532075881958,0.004590550437569618
91,0.008370441384613514,221.18612670898438,0.008370441384613514
44,0.008432363159954548,628.0488891601562,0.008432363159954548
11,0.00839196890592575,29.415267944335938,0.00839196890592575
54,0.0033923417795449495,0.30294355750083923,0.0033923417795449495
96,0.009048480540513992,96.79387664794922,0.009048480540513992
28,0.006394636817276478,0.9504148960113525,0.006394636817276478
47,0.01732906885445118,0.7268539667129517,0.01732906885445118
33,0.010067539289593697,2.780400276184082,0.010067539289593697
14,0.009090963751077652,237.22451782226562,0.009090963751077652
60,0.01692388765513897,0.315205842256546,0.01692388765513897
27,0.005469318479299545,12.879076957702637,0.005469318479299545
41,0.01792127452790737,0.419073224067688,0.01792127452790737
69,0.008532789535820484,78.6218032836914,0.008532789535820484
88,0.005136734340339899,39.4719352722168,0.005136734340339899
97,0.003887258702889085,2.3904905319213867,0.003887258702889085
40,0.004084749612957239,35.582576751708984,0.004084749612957239
49,0.008887183852493763,31.3947696685791,0.008887183852493763
10,0.0036934770178049803,1274.44482421875,0.0036934770178049803
43,0.008653275668621063,263.25921630859375,0.008653275668621063
99,0.004483564291149378,31.651823043823242,0.004483564291149378
84,0.0069171772338449955,463.2685852050781,0.0069171772338449955
61,0.004751053638756275,71.28597259521484,0.004751053638756275
68,0.004110349342226982,6.611520767211914,0.004110349342226982
29,0.006961568724364042,44.664730072021484,0.006961568724364042
62,0.007658917922526598,150.06045532226562,0.007658917922526598
5,0.005033497698605061,953.895751953125,0.005033497698605061
16,0.0071785044856369495,144.23797607421875,0.0071785044856369495
94,0.008681956678628922,51.452354431152344,0.008681956678628922
89,0.0033685266971588135,1.849299430847168,0.0033685266971588135
17,0.005171903409063816,241.09307861328125,0.005171903409063816
26,0.004731178283691406,75.66506958007812,0.004731178283691406
57,0.008223708719015121,315.717041015625,0.008223708719015121
24,0.004382050130516291,14.305913925170898,0.004382050130516291
64,0.0062005119398236275,32.3265495300293,0.0062005119398236275
31,0.004620980937033892,17.56647491455078,0.004620980937033892
22,0.005430326331406832,24.608875274658203,0.005430326331406832
100,0.008530347608029842,45.06952667236328,0.008530347608029842
85,0.006160435266792774,46.68610763549805,0.006160435266792774
86,0.004122782964259386,2.186796188354492,0.004122782964259386
42,0.004115827847272158,5.1184492111206055,0.004115827847272158
87,0.0060642678290605545,32.547096252441406,0.0060642678290605545
20,0.0064058564603328705,30.553539276123047,0.0064058564603328705
53,0.00446672597900033,3.5787627696990967,0.00446672597900033
74,0.00548072624951601,114.66663360595703,0.00548072624951601
3,0.006203002296388149,98.69476318359375,0.006203002296388149
30,0.009355212561786175,460.7328186035156,0.009355212561786175
76,0.00864025205373764,137.7040252685547,0.00864025205373764
55,0.0038811510894447565,8.32059097290039,0.0038811510894447565
52,0.00849208328872919,51.45396423339844,0.00849208328872919
93,0.0050467997789382935,4.364734649658203,0.0050467997789382935
35,0.0069938646629452705,571.8995361328125,0.0069938646629452705
70,0.008191199973225594,292.1347961425781,0.008191199973225594
21,0.008164464496076107,295.19964599609375,0.008164464496076107
75,0.005797858815640211,123.49585723876953,0.005797858815640211
12,0.004647667519748211,3.406536817550659,0.004647667519748211
79,0.0032022595405578613,901.7423706054688,0.0032022595405578613
56,0.007207442540675402,229.0733184814453,0.007207442540675402
37,0.004862254951149225,26.762041091918945,0.004862254951149225
19,0.008968605659902096,0.34156158566474915,0.008968605659902096
81,0.0045782290399074554,0.9391470551490784,0.0045782290399074554
50,0.003856678493320942,587.55126953125,0.003856678493320942
32,0.01692703552544117,0.3434267044067383,0.01692703552544117
51,0.002724291989579797,982.5084228515625,0.002724291989579797
34,0.0036100191064178944,10.345450401306152,0.0036100191064178944
25,0.008350103162229061,58.59568405151367,0.008350103162229061
39,0.00764387845993042,276.0310974121094,0.00764387845993042
18,0.007845104672014713,19.438596725463867,0.007845104672014713
95,0.00518396869301796,1141.7197265625,0.00518396869301796
90,0.00836908258497715,364.38507080078125,0.00836908258497715
71,0.008614744991064072,235.99168395996094,0.008614744991064072
46,0.0034714723005890846,7.5700764656066895,0.0034714723005890846
66,0.008984025567770004,131.00526428222656,0.008984025567770004
83,0.006234143860638142,30.921123504638672,0.006234143860638142
92,0.006041018757969141,9.07446002960205,0.006041018757969141
45,0.006505817174911499,96.46749877929688,0.006505817174911499
2,0.009156666696071625,196.77154541015625,0.009156666696071625
